Folds number,Fold,Random State,Dropout probability,Activation function,Learning Rate,Epochs,Layers number,Hidden Size,RMSE
5,1,100,0.5,Sigmoid,0.15,150,2,128,16.709398
5,1,100,0.5,Softmax,0.15,150,2,128,17.521633
5,1,100,0.5,GELU,0.15,150,2,128,6.62212
5,1,100,0.5,ReLU,0.15,150,3,128,16.855352
5,1,100,0.5,Tanh,0.15,150,3,128,22.089016
5,1,100,0.5,Sigmoid,0.15,150,3,128,16.712769
5,1,100,0.5,Softmax,0.15,150,3,128,17.531025
5,1,100,0.5,GELU,0.15,150,3,128,18.39087
5,1,100,0.5,ReLU,0.15,150,4,128,40.032196
5,1,100,0.5,Tanh,0.15,150,4,128,25.17783
5,1,100,0.5,Sigmoid,0.15,150,4,128,16.714745
5,1,100,0.5,Softmax,0.15,150,4,128,17.541426
5,1,100,0.5,GELU,0.15,150,4,128,36.507587
5,1,100,0.5,ReLU,0.15,150,1,256,4.4131365
5,1,100,0.5,Tanh,0.15,150,1,256,22.379145
5,1,100,0.5,Sigmoid,0.15,150,1,256,16.709774
5,1,100,0.5,Softmax,0.15,150,1,256,17.531578
5,1,100,0.5,GELU,0.15,150,1,256,0.4841566
5,1,100,0.5,ReLU,0.15,150,2,256,17.046402
5,1,100,0.5,Tanh,0.15,150,2,256,22.288147
5,1,100,0.5,Sigmoid,0.15,150,2,256,16.709093
5,1,100,0.5,Softmax,0.15,150,2,256,17.533237
5,1,100,0.5,GELU,0.15,150,2,256,21.652388
5,1,100,0.5,ReLU,0.15,150,3,256,40.398285
5,1,100,0.5,Tanh,0.15,150,3,256,25.33031
5,1,100,0.5,Sigmoid,0.15,150,3,256,16.710335
5,1,100,0.5,Softmax,0.15,150,3,256,17.5268
5,1,100,0.5,GELU,0.15,150,3,256,39.079243
5,1,100,0.5,ReLU,0.15,150,4,256,40.442318
5,1,100,0.5,Tanh,0.15,150,4,256,22.458414
5,1,100,0.5,Sigmoid,0.15,150,4,256,16.711271
5,1,100,0.5,Softmax,0.15,150,4,256,17.525764
5,1,100,0.5,GELU,0.15,150,4,256,22.406101
5,1,100,0.5,ReLU,0.15,200,1,16,3.7206132
5,1,100,0.5,Tanh,0.15,200,1,16,13.081791
5,1,100,0.5,Sigmoid,0.15,200,1,16,11.642141
5,1,100,0.5,Softmax,0.15,200,1,16,16.866316
5,1,100,0.5,GELU,0.15,200,1,16,3.561993
5,1,100,0.5,ReLU,0.15,200,2,16,8.114098
5,1,100,0.5,Tanh,0.15,200,2,16,16.987228
5,1,100,0.5,Sigmoid,0.15,200,2,16,16.749535
5,1,100,0.5,Softmax,0.15,200,2,16,16.856354
5,1,100,0.5,GELU,0.15,200,2,16,2.1311374
5,1,100,0.5,ReLU,0.15,200,3,16,12.095304
5,1,100,0.5,Tanh,0.15,200,3,16,21.567791
5,1,100,0.5,Sigmoid,0.15,200,3,16,16.7353
5,1,100,0.5,Softmax,0.15,200,3,16,16.867682
5,1,100,0.5,GELU,0.15,200,3,16,7.2765265
5,1,100,0.5,ReLU,0.15,200,4,16,16.423815
5,1,100,0.5,Tanh,0.15,200,4,16,21.3251
5,1,100,0.5,Sigmoid,0.15,200,4,16,16.739357
5,1,100,0.5,Softmax,0.15,200,4,16,16.860275
5,1,100,0.5,GELU,0.15,200,4,16,8.885963
5,1,100,0.5,ReLU,0.15,200,1,32,3.3477545
5,1,100,0.5,Tanh,0.15,200,1,32,23.133646
5,1,100,0.5,Sigmoid,0.15,200,1,32,10.66942
5,1,100,0.5,Softmax,0.15,200,1,32,16.86747
5,1,100,0.5,GELU,0.15,200,1,32,2.5766487
5,1,100,0.5,ReLU,0.15,200,2,32,9.542545
5,1,100,0.5,Tanh,0.15,200,2,32,16.950937
5,1,100,0.5,Sigmoid,0.15,200,2,32,16.735153
5,1,100,0.5,Softmax,0.15,200,2,32,16.856392
5,1,100,0.5,GELU,0.15,200,2,32,8.305959
5,1,100,0.5,ReLU,0.15,200,3,32,20.98735
5,1,100,0.5,Tanh,0.15,200,3,32,23.01368
5,1,100,0.5,Sigmoid,0.15,200,3,32,16.724363
5,1,100,0.5,Softmax,0.15,200,3,32,16.86696
5,1,100,0.5,GELU,0.15,200,3,32,6.3016953
5,1,100,0.5,ReLU,0.15,200,4,32,21.055853
5,1,100,0.5,Tanh,0.15,200,4,32,16.307154
5,1,100,0.5,Sigmoid,0.15,200,4,32,16.732174
5,1,100,0.5,Softmax,0.15,200,4,32,16.860575
5,1,100,0.5,GELU,0.15,200,4,32,10.592308
5,1,100,0.5,ReLU,0.15,200,1,64,1.7707541
5,1,100,0.5,Tanh,0.15,200,1,64,19.502056
5,1,100,0.5,Sigmoid,0.15,200,1,64,14.13041
5,1,100,0.5,Softmax,0.15,200,1,64,16.85607
5,1,100,0.5,GELU,0.15,200,1,64,2.506433
5,1,100,0.5,ReLU,0.15,200,2,64,12.255123
5,1,100,0.5,Tanh,0.15,200,2,64,19.30236
5,1,100,0.5,Sigmoid,0.15,200,2,64,16.712408
5,1,100,0.5,Softmax,0.15,200,2,64,16.852867
5,1,100,0.5,GELU,0.15,200,2,64,2.8883908
5,1,100,0.5,ReLU,0.15,200,3,64,16.439785
5,1,100,0.5,Tanh,0.15,200,3,64,17.670797
5,1,100,0.5,Sigmoid,0.15,200,3,64,16.706955
5,1,100,0.5,Softmax,0.15,200,3,64,16.857603
5,1,100,0.5,GELU,0.15,200,3,64,4.6634254
5,1,100,0.5,ReLU,0.15,200,4,64,34.95359
5,1,100,0.5,Tanh,0.15,200,4,64,24.318121
5,1,100,0.5,Sigmoid,0.15,200,4,64,16.710835
5,1,100,0.5,Softmax,0.15,200,4,64,16.851093
5,1,100,0.5,GELU,0.15,200,4,64,16.744764
5,1,100,0.5,ReLU,0.15,200,1,128,0.73996484
5,1,100,0.5,Tanh,0.15,200,1,128,20.652884
5,1,100,0.5,Sigmoid,0.15,200,1,128,16.707832
5,1,100,0.5,Softmax,0.15,200,1,128,16.850863
5,1,100,0.5,GELU,0.15,200,1,128,1.0583047
5,1,100,0.5,ReLU,0.15,200,2,128,11.092871
5,1,100,0.5,Tanh,0.15,200,2,128,21.473185
5,1,100,0.5,Sigmoid,0.15,200,2,128,16.70963
5,1,100,0.5,Softmax,0.15,200,2,128,16.850285
5,1,100,0.5,GELU,0.15,200,2,128,3.0580916
5,1,100,0.5,ReLU,0.15,200,3,128,37.005333
5,1,100,0.5,Tanh,0.15,200,3,128,25.163145
5,1,100,0.5,Sigmoid,0.15,200,3,128,16.712837
5,1,100,0.5,Softmax,0.15,200,3,128,16.849367
5,1,100,0.5,GELU,0.15,200,3,128,22.240816
5,1,100,0.5,ReLU,0.15,200,4,128,18.572344
5,1,100,0.5,Tanh,0.15,200,4,128,24.499119
5,1,100,0.5,Sigmoid,0.15,200,4,128,16.71005
5,1,100,0.5,Softmax,0.15,200,4,128,16.848652
5,1,100,0.5,GELU,0.15,200,4,128,16.834055
5,1,100,0.5,ReLU,0.15,200,1,256,2.7135274
5,1,100,0.5,Tanh,0.15,200,1,256,22.168627
5,1,100,0.5,Sigmoid,0.15,200,1,256,16.705193
5,1,100,0.5,Softmax,0.15,200,1,256,16.847286
5,1,100,0.5,GELU,0.15,200,1,256,0.7267347
5,1,100,0.5,ReLU,0.15,200,2,256,12.372517
5,1,100,0.5,Tanh,0.15,200,2,256,25.661213
5,1,100,0.5,Sigmoid,0.15,200,2,256,16.707355
5,1,100,0.5,Softmax,0.15,200,2,256,16.845531
5,1,100,0.5,GELU,0.15,200,2,256,20.691593
5,1,100,0.5,ReLU,0.15,200,3,256,15.611351
5,1,100,0.5,Tanh,0.15,200,3,256,25.39372
5,1,100,0.5,Sigmoid,0.15,200,3,256,16.703917
5,1,100,0.5,Softmax,0.15,200,3,256,16.848972
5,1,100,0.5,GELU,0.15,200,3,256,38.358852
5,1,100,0.5,ReLU,0.15,200,4,256,40.477665
5,1,100,0.5,Tanh,0.15,200,4,256,25.003998
5,1,100,0.5,Sigmoid,0.15,200,4,256,16.708527
5,1,100,0.5,Softmax,0.15,200,4,256,16.84489
5,1,100,0.5,GELU,0.15,200,4,256,40.00876
